card-link--3ssYv href,heading--2eONR,details--1GUIn,premium-member--3Qd1D,price--3SnqI,updated-time--1DbCk
https://ikman.lk/en/ad/house-for-sale-colombo-10-for-sale-colombo-117,House for Sale Colombo 10,Bedrooms: 3 | Bathrooms: 1,,"Rs 200,000,000",6 days
https://ikman.lk/en/ad/the-architecturally-designed-house-for-sale-in-thalawathugoda-for-sale-colombo-1,The Architecturally Designed House for Sale in Thalawathugoda,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 67,000,000",6 days
https://ikman.lk/en/ad/house-for-sale-dehiwela-kawdana-for-sale-colombo-3,House for Sale Dehiwela Kawdana,Bedrooms: 9 | Bathrooms: 7,,"Rs 65,000,000",6 days
https://ikman.lk/en/ad/four-bedroom-house-for-sale-in-kottawa-ds42-for-sale-colombo,four bedroom house for sale in kottawa Ds42,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 42,000,000",6 days
https://ikman.lk/en/ad/super-three-storey-house-for-sale-baththaramulla-ds11644-for-sale-colombo-1,Super Three Storey House for Sale Baththaramulla Ds11644,Bedrooms: 6 | Bathrooms: 5,MEMBER,"Rs 90,000,000",6 days
https://ikman.lk/en/ad/two-storey-house-for-sale-in-rajagiriya-ds4705-for-sale-colombo-2,Two Storey House for Sale in Rajagiriya Ds4705,Bedrooms: 3 | Bathrooms: 2,MEMBER,"Rs 47,000,000",6 days
https://ikman.lk/en/ad/two-storey-house-for-sale-in-malabe-ds455-for-sale-colombo-2,Two Storey House for Sale in Malabe Ds455,Bedrooms: 3 | Bathrooms: 3,MEMBER,"Rs 28,000,000",6 days
https://ikman.lk/en/ad/two-storey-house-for-sale-in-malabe-ds10-for-sale-colombo,Two Storey House for Sale in Malabe Ds10,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 37,500,000",6 days
https://ikman.lk/en/ad/two-story-house-for-sale-in-colombo-4-ds40807-for-sale-colombo-1,two story house for sale in colombo 4 Ds40807,Bedrooms: 5 | Bathrooms: 5,MEMBER,"Rs 130,000,000",6 days
https://ikman.lk/en/ad/two-storey-house-for-sale-in-baththaramulla-ds5201-for-sale-colombo-1,Two Storey House for Sale in Baththaramulla Ds5201,Bedrooms: 4 | Bathrooms: 5,MEMBER,"Rs 52,000,000",6 days
https://ikman.lk/en/ad/single-storey-house-for-sale-koswatte-ds44557-for-sale-colombo-1,Single Storey House for Sale Koswatte Ds44557,Bedrooms: 2 | Bathrooms: 2,MEMBER,"Rs 28,000,000",6 days
https://ikman.lk/en/ad/single-storey-house-for-sale-in-thalawathugoda-ds67260-for-sale-colombo,Single Storey House for Sale in Thalawathugoda Ds67260,Bedrooms: 3 | Bathrooms: 2,MEMBER,"Rs 24,000,000",6 days
https://ikman.lk/en/ad/single-storey-house-for-sale-in-nugegoda-ds10350-for-sale-colombo,Single Storey House for Sale in Nugegoda Ds10350,Bedrooms: 3 | Bathrooms: 2,MEMBER,"Rs 35,000,000",6 days
https://ikman.lk/en/ad/two-storey-modern-house-for-sale-nugegoda-ds9090-for-sale-colombo-1,Two Storey Modern House for Sale Nugegoda Ds9090,Bedrooms: 5 | Bathrooms: 3,MEMBER,"Rs 90,000,000",6 days
https://ikman.lk/en/ad/two-storey-house-for-sale-nugegoda-ds30381-for-sale-colombo-1,Two Storey House for Sale Nugegoda Ds30381,Bedrooms: 4 | Bathrooms: 2,MEMBER,"Rs 43,000,000",6 days
https://ikman.lk/en/ad/single-storey-house-for-sale-homagama-ds79100-for-sale-colombo,Single Storey House for Sale Homagama Ds79100,Bedrooms: 3 | Bathrooms: 2,MEMBER,"Rs 40,000,000",6 days
https://ikman.lk/en/ad/two-storey-house-for-sale-in-thalahena-ds20907-for-sale-colombo,Two Storey House for Sale in Thalahena Ds20907,Bedrooms: 6 | Bathrooms: 4,MEMBER,"Rs 90,000,000",6 days
https://ikman.lk/en/ad/land-with-old-house-for-sale-in-mirihana-ds2070-for-sale-colombo,land with old house for sale in mirihana Ds2070,Bedrooms: 3 | Bathrooms: 2,MEMBER,"Rs 70,000,000",6 days
https://ikman.lk/en/ad/single-storey-house-for-sale-in-walpola-for-sale-colombo,Single Storey House for Sale in Walpola,Bedrooms: 3 | Bathrooms: 2,MEMBER,"Rs 32,000,000",6 days
https://ikman.lk/en/ad/two-storey-house-for-sale-in-kolonnawa-ds71490-for-sale-colombo,Two Storey House for Sale in Kolonnawa Ds71490,Bedrooms: 9 | Bathrooms: 4,MEMBER,"Rs 55,000,000",6 days
https://ikman.lk/en/ad/two-storey-luxury-house-for-sale-ds2500-for-sale-colombo,Two Storey Luxury House for Sale Ds2500,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 80,000,000",6 days
https://ikman.lk/en/ad/old-single-storey-house-for-sale-rajagiriya-madinnagoda-ds3051-for-sale-colombo,Old Single Storey House for Sale Rajagiriya Madinnagoda Ds3051,Bedrooms: 3 | Bathrooms: 2,MEMBER,"Rs 38,000,000",6 days
https://ikman.lk/en/ad/two-storey-house-for-sale-in-pipe-road-koswaththa-ds2475-for-sale-colombo,"Two Storey House for Sale in Pipe Road, Koswaththa Ds2475",Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 75,000,000",6 days
https://ikman.lk/en/ad/house-for-sale-in-battaramulla-ds8080-for-sale-colombo,house for sale in battaramulla Ds8080,Bedrooms: 5 | Bathrooms: 3,MEMBER,"Rs 80,000,000",6 days
https://ikman.lk/en/ad/single-story-house-for-ds1265-for-sale-colombo,single story house for Ds1265,Bedrooms: 2 | Bathrooms: 1,MEMBER,"Rs 45,000,000",6 days
https://ikman.lk/en/ad/single-storey-house-for-sale-rajagiriya-for-sale-colombo-8,Single Storey House for Sale Rajagiriya,Bedrooms: 4 | Bathrooms: 2,MEMBER,"Rs 50,000,000",6 days
https://ikman.lk/en/ad/house-for-sale-in-nugegoda-ds34-for-sale-colombo,house for sale in nugegoda Ds34,Bedrooms: 4 | Bathrooms: 2,MEMBER,"Rs 75,000,000",6 days
https://ikman.lk/en/ad/two-storey-house-for-sale-battaramulla-ds3000-for-sale-colombo,Two Storey House for Sale Battaramulla Ds3000,Bedrooms: 5 | Bathrooms: 3,MEMBER,"Rs 40,000,000",6 days
https://ikman.lk/en/ad/two-storey-house-for-sale-in-kouwala-ds1225-for-sale-colombo,Two Storey House for Sale in Kouwala Ds1225,Bedrooms: 4 | Bathrooms: 4,MEMBER,"Rs 125,000,000",6 days
https://ikman.lk/en/ad/super-luxury-house-for-sale-pelawatta-ds165-for-sale-colombo-1,Super Luxury House for Sale Pelawatta Ds165,Bedrooms: 4 | Bathrooms: 4,MEMBER,"Rs 160,000,000",6 days
https://ikman.lk/en/ad/three-story-modern-house-for-sale-kottawa-ds5858-for-sale-colombo-9,three story modern house for sale kottawa DS5858,Bedrooms: 4 | Bathrooms: 4,MEMBER,"Rs 58,000,000",6 days
https://ikman.lk/en/ad/old-house-for-sale-kolonnawa-ds1540-for-sale-colombo,Old House for Sale Kolonnawa Ds1540,Bedrooms: 2 | Bathrooms: 2,MEMBER,"Rs 60,000,000",6 days
https://ikman.lk/en/ad/super-luxury-house-for-sale-battaramulla-ds10252-for-sale-colombo,Super Luxury House for Sale Battaramulla Ds10252,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 72,000,000",6 days
https://ikman.lk/en/ad/two-story-house-for-sale-kottawa-ds208-for-sale-colombo,Two Story House for Sale Kottawa Ds208,Bedrooms: 5 | Bathrooms: 4,MEMBER,"Rs 54,000,000",6 days
https://ikman.lk/en/ad/two-story-house-for-sale-kotte-ds223-for-sale-colombo,Two Story House for Sale Kotte DS223,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 140,000,000",6 days
https://ikman.lk/en/ad/two-story-house-for-sale-kotte-ds1411-for-sale-colombo,Two Story House for Sale Kotte DS1411,Bedrooms: 5 | Bathrooms: 3,MEMBER,"Rs 65,000,000",6 days
https://ikman.lk/en/ad/house-for-sale-ratmalana-for-sale-colombo-388,House for Sale Ratmalana,Bedrooms: 3 | Bathrooms: 2,,"Rs 20,000,000",6 days
https://ikman.lk/en/ad/house-for-sale-boralasgamuwa-city-limit-for-sale-colombo-1,House for Sale Boralasgamuwa City Limit,Bedrooms: 3 | Bathrooms: 1,MEMBER,"Rs 27,500,000",6 days
https://ikman.lk/en/ad/house-available-for-sale-for-sale-colombo-28,house available for sale,Bedrooms: 6 | Bathrooms: 4,MEMBER,"Rs 57,000,000",6 days
https://ikman.lk/en/ad/modern-designed-luxury-two-story-house-for-sale-in-kottawa-for-sale-colombo-11,Modern Designed Luxury Two Story House For Sale In Kottawa,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 52,000,000",6 days
https://ikman.lk/en/ad/two-story-house-for-sale-for-sale-colombo-1406,Two story house for sale,Bedrooms: 4 | Bathrooms: 2,,"Rs 18,000,000",6 days
https://ikman.lk/en/ad/ati-nviin-tni-mhl-nivs-vikinniimtt-khtudduv-for-sale-colombo,අති නවීන තනි මහල් නිවස විකිණීමට කහතුඩුව,Bedrooms: 3 | Bathrooms: 2,MEMBER,"Rs 26,000,000",6 days
https://ikman.lk/en/ad/luxury-house-for-sale-subathipura-battaramulla-ish087h-for-sale-colombo,"Luxury House for Sale – Subathipura, Battaramulla (ISH087H)",Bedrooms: 5 | Bathrooms: 4,MEMBER,"Rs 150,000,000",6 days
https://ikman.lk/en/ad/modern-designed-luxury-three-storey-house-for-sale-in-homagama-for-sale-colombo-1,Modern Designed Luxury Three Storey House for Sale in Homagama,Bedrooms: 4 | Bathrooms: 4,MEMBER,"Rs 85,000,000",6 days
https://ikman.lk/en/ad/architecture-designed-luxury-2-storey-house-for-sale-in-battaramulla-for-sale-colombo,Architecture Designed Luxury 2 Storey House for Sale in Battaramulla,Bedrooms: 3 | Bathrooms: 3,MEMBER,"Rs 68,500,000",6 days
https://ikman.lk/en/ad/house-for-sale-in-hanwella-for-sale-colombo-276,House for sale in Hanwella,Bedrooms: 3 | Bathrooms: 2,MEMBER,"Rs 14,600,000",6 days
https://ikman.lk/en/ad/hnvaell-kiridivael-kttunaayk-prdhaan-bs-paartt-maayim-nivs-sa-11096-for-sale-colombo,🏠 හංවැල්ල කිරිදිවැල කටුනායක ප්‍රධාන බස් පාරට මායිම් නිවස / SA 11096,Bedrooms: 3 | Bathrooms: 1,MEMBER,"Rs 9,800,000",6 days
https://ikman.lk/en/ad/house-with-land-for-sale-colombo-414,House with Land for Sale Ratmalana,Bedrooms: 6 | Bathrooms: 3,,"Rs 65,000,000",6 days
https://ikman.lk/en/ad/house-for-sale-dehiwala-for-sale-colombo-1063,House for Sale Dehiwala,Bedrooms: 6 | Bathrooms: 4,,"Rs 85,000,000",6 days
https://ikman.lk/en/ad/house-for-sale-in-mount-lavinia-for-sale-colombo-1248,House for Sale in Mount Lavinia,Bedrooms: 5 | Bathrooms: 3,,"Rs 75,000,000",6 days
https://ikman.lk/en/ad/house-for-sale-in-colombo-5-sa4236-for-sale-colombo,House For Sale In Colombo 5 ( SA4236),Bedrooms: 4 | Bathrooms: 3,,"Rs 110,000,000",6 days
https://ikman.lk/en/ad/3-bedroom-house-for-sale-delkanda-nugegoda-for-sale-colombo,"3-Bedroom House for Sale – Delkanda, Nugegoda",Bedrooms: 3 | Bathrooms: 3,MEMBER,"Rs 20,000,000",6 days
https://ikman.lk/en/ad/quality-elegant-house-for-sale-in-maharagama-for-sale-colombo,Quality Elegant House for Sale in Maharagama,Bedrooms: 4 | Bathrooms: 2,MEMBER,"Rs 77,000,000",6 days
https://ikman.lk/en/ad/25-perch-2-storey-house-for-sale-in-battaramulla-slll-a3-for-sale-colombo,25 Perch 2 Storey House for Sale in Battaramulla SLLL – A3,Bedrooms: 5 | Bathrooms: 3,MEMBER,"Rs 95,000,000",6 days
https://ikman.lk/en/ad/thalawathugoda-holiday-home-for-sale-for-sale-colombo,Thalawathugoda Holiday Home for sale,Bedrooms: 2 | Bathrooms: 2,,"Rs 59,000,000",6 days
https://ikman.lk/en/ad/brand-new-house-for-sale-athurugiriya-for-sale-colombo-880,Brand New House For Sale Athurugiriya,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 37,500,000",6 days
https://ikman.lk/en/ad/well-build-house-for-sale-pannipitiya-for-sale-colombo-1,Well Build House for Sale Pannipitiya,Bedrooms: 6 | Bathrooms: 5,MEMBER,"Rs 52,000,000",6 days
https://ikman.lk/en/ad/single-storied-house-for-sale-malabe-for-sale-colombo-34,Single Storied House For Sale Malabe,Bedrooms: 3 | Bathrooms: 3,MEMBER,"Rs 26,500,000",6 days
https://ikman.lk/en/ad/sp37-architect-design-03-story-house-for-sale-in-battaramulla-for-sale-colombo-1,(sp37) Architect Design 03 Story House for Sale in Battaramulla,Bedrooms: 4 | Bathrooms: 4,MEMBER,"Rs 77,500,000",6 days
https://ikman.lk/en/ad/two-storied-house-sale-galwarusawa-road-for-sale-colombo,Two Storied House Sale Galwarusawa Road,Bedrooms: 4 | Bathrooms: 2,MEMBER,"Rs 38,500,000",6 days
https://ikman.lk/en/ad/brand-new-4-bedrooms-house-for-sale-in-piliyandala-polgasowita-for-sale-colombo-2,Brand New 4 Bedrooms House for sale in Piliyandala Polgasowita,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 36,000,000",6 days
https://ikman.lk/en/ad/valuable-designs-holiday-home-for-sale-thalawathugoda-for-sale-colombo,Valuable Designs Holiday Home for sale Thalawathugoda,Bedrooms: 3 | Bathrooms: 3,,"Rs 65,000,000",6 days
https://ikman.lk/en/ad/brand-new-luxury-house-sale-kahantota-road-malabe-for-sale-colombo-3,"Brand New Luxury House Sale Kahantota Road, Malabe",Bedrooms: 4 | Bathrooms: 4,MEMBER,"Rs 49,000,000",6 days
https://ikman.lk/en/ad/well-build-single-house-sale-malabe-for-sale-colombo-1,Well Build Single House Sale Malabe,Bedrooms: 3 | Bathrooms: 2,MEMBER,"Rs 28,500,000",6 days
https://ikman.lk/en/ad/8-perches-land-with-house-for-sale-bathya-mawatha-dehiwala-for-sale-colombo-1,"8 Perches Land with House for Sale - Bathya Mawatha , Dehiwala",Bedrooms: 5 | Bathrooms: 4,,"Rs 60,000,000",6 days
https://ikman.lk/en/ad/your-deram-home-thalawathugoda-for-sale-colombo-3,Your Deram Home Thalawathugoda,Bedrooms: 2 | Bathrooms: 2,,"Rs 59,000,000",6 days
https://ikman.lk/en/ad/82-perch-house-for-sale-in-malabe-slll-a3-for-sale-colombo,8.2 Perch House for Sale in Malabe SLLL – A3,Bedrooms: 3 | Bathrooms: 3,MEMBER,"Rs 30,000,000",6 days
https://ikman.lk/en/ad/3-storey-house-for-sale-in-nugegoda-papiliyana-for-sale-colombo,"3 Storey House for Sale in Nugegoda, Papiliyana",Bedrooms: 5 | Bathrooms: 3,MEMBER,"Rs 54,000,000",6 days
https://ikman.lk/en/ad/brand-new-3-bed-house-for-sale-kesbewa-for-sale-colombo,Brand New 3 Bed House for Sale Kesbewa,Bedrooms: 3 | Bathrooms: 2,MEMBER,"Rs 24,500,000",6 days
https://ikman.lk/en/ad/modern-luxury-2-story-house-with-annex-for-sale-in-boralesgamuwa-for-sale-colombo,Modern Luxury 2 Story House with Annex for Sale in Boralesgamuwa,Bedrooms: 4 | Bathrooms: 4,MEMBER,"Rs 145,000,000",6 days
https://ikman.lk/en/ad/modern-3-bedroom-house-for-sale-malabe-for-sale-colombo,Modern 3-Bedroom House for Sale – Malabe,Bedrooms: 3 | Bathrooms: 2,MEMBER,"Rs 40,000,000",6 days
https://ikman.lk/en/ad/2-story-house-for-sale-in-hibutana-ssph-431-for-sale-colombo,2 story house for Sale in Hibutana (SSPH-431),Bedrooms: 6 | Bathrooms: 3,MEMBER,"Rs 95,000,000",6 days
https://ikman.lk/en/ad/brand-new-modern-house-for-sale-in-piliyandala-batuwandara-for-sale-colombo-13,Brand new Modern House for sale in Piliyandala Batuwandara,Bedrooms: 3 | Bathrooms: 2,MEMBER,"Rs 24,500,000",6 days
https://ikman.lk/en/ad/brand-new-uncommon-house-for-sale-in-piliyandala-for-sale-colombo-3,Brand New Uncommon House for Sale in Piliyandala,Bedrooms: 3 | Bathrooms: 2,MEMBER,"Rs 23,500,000",6 days
https://ikman.lk/en/ad/modern-luxury-3-storied-house-for-sale-in-thalawathugoda-for-sale-colombo,Modern Luxury 3-Storied House For Sale In Thalawathugoda,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 72,500,000",6 days
https://ikman.lk/en/ad/property-for-sale-in-piliyandala-for-sale-colombo-3,property for sale in piliyandala,Bedrooms: 3 | Bathrooms: 2,MEMBER,"Rs 25,000,008",6 days
https://ikman.lk/en/ad/two-storey-house-for-sale-dehiwala-for-sale-colombo-15,Two storey house for sale dehiwala,Bedrooms: 5 | Bathrooms: 4,MEMBER,"Rs 65,000,000",6 days
https://ikman.lk/en/ad/luxury-two-storey-house-for-sale-malabe-for-sale-colombo-8,Luxury Two Storey House for Sale Malabe,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 42,500,000",6 days
https://ikman.lk/en/ad/luxury-two-storey-house-for-sale-boralesgamuwa-for-sale-colombo-4,Luxury Two Storey House for Sale Boralesgamuwa,Bedrooms: 4 | Bathrooms: 4,MEMBER,"Rs 120,000,000",6 days
https://ikman.lk/en/ad/elegant-family-home-with-private-garden-at-piliyandala-for-sale-colombo,Elegant Family Home with Private Garden at Piliyandala,Bedrooms: 3 | Bathrooms: 3,,"Rs 29,000,000",6 days
https://ikman.lk/en/ad/single-storey-house-for-sale-in-dehiwela-for-sale-colombo-1,Single Storey House For Sale In Dehiwela,Bedrooms: 3 | Bathrooms: 1,,"Rs 28,000,000",6 days
https://ikman.lk/en/ad/modern-two-storey-family-house-in-boralesgamuwa-for-sale-colombo,Modern Two Storey Family House in Boralesgamuwa,Bedrooms: 4 | Bathrooms: 3,,"Rs 39,800,000",6 days
https://ikman.lk/en/ad/luxury-two-story-house-for-sale-in-piliyandala-kesbawa-for-sale-colombo-3,Luxury Two Story House for sale in Piliyandala Kesbawa,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 33,500,000",6 days
https://ikman.lk/en/ad/luxury-house-sale-talawatugoda-for-sale-colombo-8,Luxury House Sale Talawatugoda,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 68,500,000",6 days
https://ikman.lk/en/ad/luxury-two-storey-family-house-for-sale-thalawathugoda-for-sale-colombo-6,Luxury Two-Storey Family House for Sale – Thalawathugoda,Bedrooms: 3 | Bathrooms: 3,MEMBER,"Rs 75,000,000",6 days
https://ikman.lk/en/ad/single-storied-house-sale-with-fully-furniture-athurugiriya-for-sale-colombo,Single Storied House Sale With Fully Furniture - Athurugiriya,Bedrooms: 3 | Bathrooms: 2,MEMBER,"Rs 26,000,000",6 days
https://ikman.lk/en/ad/atinviin-sukhoopbhoogii-demhl-nivsk-vikinniimtt-piliyandala-for-sale-colombo-8,අතිනවීන සුඛෝපභෝගී දෙමහල් නිවසක් විකිණීමට - Piliyandala,Bedrooms: 4 | Bathrooms: 2,MEMBER,"Rs 29,500,000",6 days
https://ikman.lk/en/ad/property-for-sale-3-separate-houses-rajagiriya-for-sale-colombo,Property for Sale – 3 Separate Houses | Rajagiriya,Bedrooms: 10+ | Bathrooms: 10+,MEMBER,"Rs 150,000,000",6 days
https://ikman.lk/en/ad/house-for-sale-in-colombo-05-for-sale-colombo-507,House For Sale In Colombo 05,Bedrooms: 10 | Bathrooms: 6,MEMBER,"Rs 117,500,000",6 days
https://ikman.lk/en/ad/ah173-brand-new-two-storey-house-for-sale-in-homagama-for-sale-colombo,(AH173) Brand New Two Storey House for Sale in Homagama,Bedrooms: 3 | Bathrooms: 2,MEMBER,"Rs 23,000,000",6 days
https://ikman.lk/en/ad/ah174-brand-new-luxury-house-for-sale-in-pannipitiya-for-sale-colombo,(AH174) Brand New Luxury House for Sale in Pannipitiya,Bedrooms: 2 | Bathrooms: 2,MEMBER,"Rs 39,000,000",6 days
https://ikman.lk/en/ad/three-storey-house-for-sale-in-malabe-for-sale-colombo-1,Three Storey House for Sale in Malabe,Bedrooms: 5 | Bathrooms: 4,MEMBER,"Rs 45,000,000",6 days
https://ikman.lk/en/ad/single-storey-house-for-sale-in-malabe-for-sale-colombo-27,Single Storey House for Sale in Malabe,Bedrooms: 5 | Bathrooms: 2,MEMBER,"Rs 55,000,000",6 days
https://ikman.lk/en/ad/hms057-elegant-house-for-sale-in-piliyandala-for-sale-colombo,HMS057 Elegant House for Sale in Piliyandala,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 75,000,000",6 days
https://ikman.lk/en/ad/elegance-house-for-sale-kesbewa-for-sale-colombo-5,Elegance House for Sale Kesbewa,Bedrooms: 5 | Bathrooms: 3,MEMBER,"Rs 32,500,000",6 days
https://ikman.lk/en/ad/two-storey-house-for-sale-in-wellampitiya-for-sale-colombo-1068,Two Storey House for Sale in Wellampitiya,Bedrooms: 4 | Bathrooms: 2,MEMBER,"Rs 19,000,000",6 days
https://ikman.lk/en/ad/ethul-kotte-prime-location-luxury-house-for-sale-pita-for-sale-colombo-6,Ethul Kotte Prime Location Luxury House For Sale Pita,Bedrooms: 5 | Bathrooms: 5,MEMBER,"Rs 145,000,000",6 days
https://ikman.lk/en/ad/two-storey-house-for-sale-in-wellampitiya-for-sale-colombo-1067,Two Storey House for Sale in Wellampitiya,Bedrooms: 6 | Bathrooms: 6,MEMBER,"Rs 22,000,000",6 days
https://ikman.lk/en/ad/fully-furnished-house-for-sale-in-homagama-for-sale-colombo-2,Fully Furnished House for Sale in Homagama,Bedrooms: 2 | Bathrooms: 1,MEMBER,"Rs 17,500,000",6 days
https://ikman.lk/en/ad/brand-new-two-storey-house-for-sale-in-wellampitiya-for-sale-colombo-22,Brand New Two Storey House for Sale in Wellampitiya,Bedrooms: 2 | Bathrooms: 2,MEMBER,"Rs 22,500,000",6 days
https://ikman.lk/en/ad/modern-two-storey-house-for-sale-in-kesbewa-for-sale-colombo,Modern Two Storey House for Sale in Kesbewa,Bedrooms: 5 | Bathrooms: 3,MEMBER,"Rs 32,500,000",6 days
https://ikman.lk/en/ad/two-storey-house-for-sale-in-kottawa-for-sale-colombo-208,Two Storey House for Sale in Kottawa,Bedrooms: 4 | Bathrooms: 2,MEMBER,"Rs 42,500,000",6 days
https://ikman.lk/en/ad/nidn-kaamr-4k-nviin-demhl-nivs-vikinniimtt-piliyandala-madapatha-road-for-sale-colombo-5,නිදන කාමර 4ක නවීන දෙමහල් නිවස විකිණීමට Piliyandala Madapatha Road,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 32,000,000",6 days
https://ikman.lk/en/ad/three-storey-house-for-sale-in-wellampitiya-for-sale-colombo-124,Three-Storey House for Sale in Wellampitiya,Bedrooms: 4 | Bathrooms: 4,MEMBER,"Rs 29,000,000",6 days
https://ikman.lk/en/ad/two-story-5-bedroom-house-for-sale-in-colombo-8-for-sale-colombo-1,Two Story 5 Bedroom House for Sale in Colombo 8,Bedrooms: 5 | Bathrooms: 3,,"Rs 62,500,000",6 days
https://ikman.lk/en/ad/newly-built-3-bedrooms-house-for-sale-in-homagama-godagama-for-sale-colombo,NEWLY BUILT 3 BEDROOMS HOUSE FOR SALE IN HOMAGAMA GODAGAMA,Bedrooms: 3 | Bathrooms: 2,MEMBER,"Rs 21,500,000",6 days
https://ikman.lk/en/ad/colombo-07-luxurious-house-for-sale-in-prime-location-for-sale-colombo-1,Colombo 07 Luxurious House For Sale In Prime Location,Bedrooms: 4 | Bathrooms: 4,MEMBER,"Rs 285,000,000",6 days
https://ikman.lk/en/ad/two-storey-building-for-sale-in-wellampitiya-for-sale-colombo-5,Two Storey Building for Sale in Wellampitiya,Bedrooms: 8 | Bathrooms: 4,MEMBER,"Rs 50,000,000",6 days
https://ikman.lk/en/ad/nugegoda-luxurious-house-for-sale-for-sale-colombo-57,Nugegoda Luxurious House For Sale.,Bedrooms: 6 | Bathrooms: 5,MEMBER,"Rs 170,000,000",6 days
https://ikman.lk/en/ad/two-storey-house-for-sale-in-pannipitiya-for-sale-colombo-82,Two Storey House for Sale in Pannipitiya,Bedrooms: 3 | Bathrooms: 2,MEMBER,"Rs 36,000,000",6 days
https://ikman.lk/en/ad/two-storey-house-for-sale-in-wellampitiya-for-sale-colombo-1066,Two Storey House for Sale in Wellampitiya,Bedrooms: 7 | Bathrooms: 4,MEMBER,"Rs 50,000,000",6 days
https://ikman.lk/en/ad/nugegoda-luxurious-house-for-sale-for-sale-colombo-56,Nugegoda Luxurious House for Sale.,Bedrooms: 5 | Bathrooms: 5,MEMBER,"Rs 275,000,000",6 days
https://ikman.lk/en/ad/two-story-house-for-sale-in-nugegoda-for-sale-colombo-223,Two Story House for Sale in Nugegoda,Bedrooms: 3 | Bathrooms: 3,,"Rs 70,000,000",6 days
https://ikman.lk/en/ad/mhrgmpmunnuven-vttinaa-demhl-nivsk-hl-14953-for-sale-colombo,"මහරගම,පමුණුවෙන් වටිනා දෙමහල් නිවසක් / HL 14953",Bedrooms: 7 | Bathrooms: 3,MEMBER,"Rs 33,000,000",6 days
https://ikman.lk/en/ad/super-spacious-luxury-2-story-house-for-sale-in-thalawathugoda-hokandara-for-sale-colombo-2,Super Spacious Luxury 2-Story House For Sale In Thalawathugoda Hokandara,Bedrooms: 3 | Bathrooms: 3,MEMBER,"Rs 75,000,000",6 days
https://ikman.lk/en/ad/newly-built-single-story-house-for-sale-in-meegoda-homagama-for-sale-colombo,"Newly built single story House for sale in Meegoda, Homagama",Bedrooms: 3 | Bathrooms: 2,,"Rs 33,000,000",6 days
https://ikman.lk/en/ad/house-for-sell-in-piliyandala-for-sale-colombo-2,House for sell in piliyandala,Bedrooms: 4 | Bathrooms: 3,,"Rs 28,000,000",6 days
https://ikman.lk/en/ad/modern-three-storey-house-for-sale-in-pannipitiya-for-sale-colombo-2,Modern Three Storey House for Sale in Pannipitiya,Bedrooms: 4 | Bathrooms: 4,MEMBER,"Rs 51,500,000",6 days
https://ikman.lk/en/ad/dehiwala-luxury-property-for-sale-for-sale-colombo-3,dehiwala luxury property for sale,Bedrooms: 5 | Bathrooms: 4,MEMBER,"Rs 180,000,000",6 days
https://ikman.lk/en/ad/house-for-sale-maharagama-town-for-sale-colombo-59,House for Sale Maharagama Town,Bedrooms: 10 | Bathrooms: 5,MEMBER,"Rs 55,000,000",6 days
https://ikman.lk/en/ad/solid-brand-new-3-story-house-for-sale-kottawa-for-sale-colombo-1,Solid Brand New 3 Story House for Sale Kottawa,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 85,000,000",6 days
https://ikman.lk/en/ad/single-storey-house-for-sale-in-moratuwa-for-sale-colombo-3,Single Storey House for Sale in Moratuwa,Bedrooms: 4 | Bathrooms: 2,MEMBER,"Rs 42,500,000",6 days
https://ikman.lk/en/ad/house-for-sale-in-boralesgamuwa-raththanapitiya-for-sale-colombo,House For Sale In Boralesgamuwa Raththanapitiya,Bedrooms: 4 | Bathrooms: 2,MEMBER,"Rs 47,500,000",6 days
https://ikman.lk/en/ad/thalawathugoda-modern-house-for-sale-for-sale-colombo-3,thalawathugoda modern house for sale,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 53,500,000",6 days
https://ikman.lk/en/ad/newly-built-elegant-residence-for-sale-in-kesbewa-for-sale-colombo,Newly Built Elegant Residence for Sale in Kesbewa,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 44,000,000",6 days
https://ikman.lk/en/ad/super-luxury-2-storey-house-for-sale-in-dehiwala-kalubowila-for-sale-colombo-9,Super Luxury 2-Storey House for Sale in Dehiwala Kalubowila,Bedrooms: 3 | Bathrooms: 3,MEMBER,"Rs 130,000,000",6 days
